ssid,bssid,encryption,vendor,longitude,latitude
TheMarstons,1c:c6:3c:28:f5:76,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.66410779396535,49.8638571926198
Link Kress 2.4GHz,c0:25:06:b8:2d:75,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65610273719253,49.8706863641567
ANSYS Smartphones,34:a8:4e:d3:c5:cd,"","Cisco Systems, Inc",8.6395209,49.868244
FRITZ!Box Fon WLAN 7390,9c:c7:a6:3b:7d:35,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65950648794436,49.8580716677015
gooby,88:f7:c7:4f:1a:79,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65101114589407,49.8673874588514
Kuhl_Kidz,00:0c:f6:b9:46:9e,[WPA2-PSK-CCMP][WPS][ESS],Sitecom Europe BV,8.66328828404526,49.8675602647478
FRITZ!Box 7312,08:96:d7:89:33:7b,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65118915408177,49.8834670206991
o2-WLAN09,5c:dc:96:c3:e5:fa,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.65572580375806,49.8810673432141
HMDA,c0:25:06:8a:37:20,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64852142368851,49.864720999294
TP-LINK_29A160_Rieger,e8:94:f6:29:a1:60,WPA2-PSK-CCMP,"TP-LINK TECHNOLOGIES CO.,LTD.",8.660753,49.881673
Wicked-W0nderland,e0:60:66:37:a3:02,"",Sercomm Corporation,8.6676901,49.8709899
UPCE16C3BC,dc:53:7c:d6:e1:ea,"","Compal Broadband Networks, Inc.",8.6344285,49.8680745
DieCooleWG,44:32:c8:2f:a6:78,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65793333818434,49.8701557444253
WLAN was auch sonst,c0:25:06:89:e6:5b,"",AVM GmbH,8.6495344,49.8714446
SJN,08:96:d7:e8:be:5a,"",AVM GmbH,8.657287,49.879139
EasyBox-CC5A26,18:83:bf:cc:5a:de,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],Arcadyan Technology Corporation,8.6617092957956,49.8766455091964
Bohne-Mess,b4:e9:b0:e4:13:d1,"","Cisco Systems, Inc",8.653,49.8703049
Ambo&Andy,00:1f:33:bf:27:8e,WPA-PSK-CCMP+TKIP,NETGEAR,8.664639,49.878948
Nix da!,24:65:11:6f:98:4e,"",AVM GmbH,8.6426844,49.8718127
Toki,24:65:11:26:ff:90,"",AVM GmbH,8.677936,49.884128
EasyBox-645B20,4c:09:d4:64:5c:04,"",Arcadyan Technology Corporation,8.6495344,49.8714446
TP-LINK_AP_93ABED,c0:4a:00:93:ab:ed,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.639757,49.8751847
Feixun_88B1A4,d8:42:ac:88:b1:a4,"","Shanghai Feixun Communication Co.,Ltd.",8.6381943,49.8685256
homes10,64:66:b3:c1:39:c6,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.67729698303365,49.8615709093726
MM-AP,34:31:c4:c5:30:a9,"",AVM GmbH,8.67489,49.879959
o2-WLAN37-EXT,90:8d:78:d7:21:5a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,D-Link International,8.65591757232895,49.8665140487993
Predator,88:f7:c7:50:d3:45,"",Technicolor CH USA Inc.,8.6446953,49.8666379
Huize De Gepoetste Plaat,c4:27:95:8c:45:db,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.6542942036207,49.8663047679951
eduroam,b0:00:b4:a4:40:13,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65580730790226,49.8769813144575
FRITZ!Box 7490,34:81:c4:0c:5e:f3,"",AVM GmbH,8.6402542,49.8643447
Eduroam,e8:de:27:f5:b4:82,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.673968,49.883921
M301,f8:d1:11:54:03:92,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.665463,49.8816619
o2-WLAN35,18:83:bf:a6:86:af,[WPA2-PSK-CCMP-preauth][WPS][ESS],Arcadyan Technology Corporation,8.66033093122359,49.8649537252966
Siktir Lan!,24:65:11:11:82:da,"",AVM GmbH,8.659632,49.87778
I can haz WiFi?,94:0c:6d:ee:77:68,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6624192,49.8693794
D5_M702146,b8:a3:86:4c:dd:a3,"",D-Link International,8.6516159,49.8699813
h_da,00:26:3e:13:93:02,"",Trapeze Networks,8.6342624,49.8682095
FRITZ!Box 6320 Cable,24:65:11:0d:0c:b8,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65826147550318,49.8646886486788
cg Space,50:7e:5d:98:c6:18,"",Arcadyan Technology Corporation,8.657272,49.88137
WG_LeSchiSpringer,84:9c:a6:81:0a:bf,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.66447243491811,49.8680556624851
guestnet,00:1a:1e:da:2e:21,[ESS],Aruba Networks,8.63082745505207,49.8851178546944
h_da,00:0b:0e:83:52:c2,"",Trapeze Networks,8.6409009,49.8661656
EasyBox-690782,94:4a:0c:6f:2b:cd,WPA-PSK-CCMP+TKIP,Sercomm Corporation,8.67256,49.882425
XXXLUTZ,fc:0a:81:d4:63:d2,[WPA-PSK-TKIP][WPA2-PSK-CCMP+TKIP][ESS],Extreme Networks,8.63355350195294,49.8894802850822
TP-LINK_A678,60:e3:27:76:a6:78,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.66972379781528,49.860669378672
The Ds,08:96:d7:98:70:61,"",AVM GmbH,8.6427914,49.8662535
o2-WLAN15,e8:37:7a:20:20:7c,WPA2-PSK-CCMP,ZyXEL Communications Corporation,8.659614,49.880286
YAHYA-PC_Network,84:1b:5e:49:00:68,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,NETGEAR,8.65671021795923,49.8672397697022
Dymacon,30:b5:c2:4d:c8:e6,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6334352,49.8708206
TUDWeb,64:ae:0c:86:5f:dd,"","Cisco Systems, Inc",8.6548017,49.8774097
EasyBox-C12501,18:83:bf:c1:25:c7,"",Arcadyan Technology Corporation,8.660714,49.882391
rrz,5c:49:79:5b:29:bb,[WPA2-PSK-CCMP][WPS][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64922862921775,49.8769796895412
TUDWeb,34:a8:4e:9a:44:70,"","Cisco Systems, Inc",8.67467260007813,49.8609767008594
FRITZ!Box 7312,c0:25:06:e0:b5:ed,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.66274024037738,49.8657361325094
fp.formgebung,34:81:c4:38:77:fe,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64497650296214,49.8605869765098
FRITZ!Box Fon WLAN 7360 SL,9c:c7:a6:6f:bd:5f,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.6489186894917,49.8769247561255
TUDWeb,b0:00:b4:a4:71:72,[ESS],"Cisco Systems, Inc",8.64030879539214,49.8784305962233
BlubBlaBli,c4:6e:1f:46:c0:76,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.658154,49.879563
WLAN-0E5303,50:7e:5d:0e:53:5c,"",Arcadyan Technology Corporation,8.6365479,49.8700534
eduroam,00:27:0d:8b:72:93,"","Cisco Systems, Inc",8.6544227,49.8773866
FRITZ!Box Fon WLAN 7390,34:31:c4:58:c6:c0,"",AVM GmbH,8.6624192,49.8693794
Virenschleuder,38:2c:4a:e9:89:9c,"",ASUSTek COMPUTER INC.,8.658297,49.882606
Fritzbox32zahn,34:31:c4:fa:73:ed,"",AVM GmbH,8.6615056,49.8763216
OpenWrt,10:6f:3f:88:5b:ae,"",BUFFALO.INC,8.6565225,49.8773854
ivwlan,34:08:04:c3:6f:d8,"",D-Link Corporation,8.6418123,49.87595
eduroam,08:17:35:30:3f:a4,"","Cisco Systems, Inc",8.68027957,49.86322725
eduroam,34:a8:4e:56:5a:04,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.67049410725429,49.8612685194802
mosi-lab,1c:1d:86:0e:74:4f,"","Cisco Systems, Inc",8.639298,49.87202
h_da,00:0b:0e:85:10:83,"",Trapeze Networks,8.6450712,49.8706559
EasyBox-511589,94:4a:0c:a2:cf:f0,"",Sercomm Corporation,8.6453363,49.8719881
PT-NET,c4:3d:c7:50:76:a2,[WPA2-PSK-CCMP][WPS][ESS],NETGEAR,8.64727492580139,49.8815008100249
TUDWeb,00:26:99:2e:17:32,"","Cisco Systems, Inc",8.6546039,49.877179
Batcave,e8:de:27:b2:e2:22,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6704477,49.8819603
RobotinoWLAN,f8:e9:03:bd:4e:70,[WPA2-PSK-CCMP][WPS][ESS],D-Link International,8.65704374602554,49.8733381530213
ChaotenWG,34:81:c4:3b:07:b4,"",AVM GmbH,8.6426844,49.8718127
o2-WLAN16,e8:37:7a:39:86:c8,WPA2-PSK-CCMP,ZyXEL Communications Corporation,8.661316,49.881013
Maritim-Free-WIFI,50:06:ab:be:45:70,"","Cisco Systems, Inc",8.6340283,49.8701206
MASI-WDW,18:83:bf:0e:4f:a2,"",Arcadyan Technology Corporation,8.6419489,49.8644952
TP-LINK_4200A2,c4:6e:1f:42:00:a2,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6450952,49.8655184
wieduwillst,88:f7:c7:a0:ba:76,"",Technicolor CH USA Inc.,8.6378002,49.8707576
monsterkiste,88:03:55:40:17:26,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.66193951331265,49.8595795110965
WLAN-087830,94:4a:0c:84:de:83,"",Sercomm Corporation,8.659183,49.883909
nojgelo,14:cc:20:42:af:98,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.670174,49.882785
EasyBox998E32,60:e3:27:98:ff:60,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,"TP-LINK TECHNOLOGIES CO.,LTD.",8.65666631891381,49.8630338004893
WLAN-2BA391,88:25:2c:2b:a3:6a,"",Arcadyan Technology Corporation,8.6718178,49.8702494
TUDWeb,a4:6c:2a:70:f2:c2,"","Cisco Systems, Inc",8.6585564,49.8755274
TP-LINK_7AAC,e8:de:27:58:7a:ac,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6403104,49.8682073
EasyBox-88DA56,50:7e:5d:88:da:f8,"",Arcadyan Technology Corporation,8.6430639,49.8713229
FritzBox201,bc:05:43:eb:82:9f,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],AVM GmbH,8.6320776008572,49.8834478659007
llllllllllllllllllllllllllllllll,c8:0e:14:28:7b:ee,WPA2-PSK-CCMP,AVM Audiovisuelles Marketing und Computersysteme GmbH,8.666404,49.88096
WLAN-712545,d4:21:22:de:da:73,WPA2-PSK-CCMP,Sercomm Corporation,8.663704,49.880749
TUDWeb,00:21:a1:f9:78:0e,[ESS],"Cisco Systems, Inc",8.6567913795634,49.8744556501792
FRITZ!Box 6320 v2 Cable,24:65:11:1c:e2:ba,"",AVM GmbH,8.666725,49.883389
ZEMS,00:24:fe:44:f2:04,"",AVM GmbH,8.6423533,49.8706664
BAUHAUS,8c:04:ff:bd:23:9d,"",Technicolor CH USA Inc.,8.664396,49.881202
FRITZ!Box Fon WLAN 7270,00:1f:3f:a1:ea:bd,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],AVM GmbH,8.64574527424226,49.8821077729704
o2-WLAN27,e8:37:7a:2c:5d:60,[WPA2-PSK-CCMP][WPS][ESS],ZyXEL Communications Corporation,8.65485382387772,49.869364247388
eduroam,a4:6c:2a:46:f9:13,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65816200557641,49.8731064466525
Telekom_FON,9c:80:df:9a:c9:4a,"",Arcadyan Technology Corporation,8.6353778,49.8682276
TP-LINK_D8864A,c4:6e:1f:d8:86:4a,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.648453,49.872262
WLAN-374757,88:03:55:37:47:38,"",Arcadyan Technology Corporation,8.6718178,49.8702494
finger weg,bc:f6:85:c9:55:e4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,D-Link International,8.66238799192787,49.8616268225321
HotdogTime,e8:37:7a:15:48:0c,"",ZyXEL Communications Corporation,8.6517832,49.8720012
WLAN-3CAC57,7c:4f:b5:3c:ac:24,"",Arcadyan Technology Corporation,8.678838,49.880263
TUDWeb,7c:0e:ce:b9:3b:0d,[ESS],"Cisco Systems, Inc",8.65773578683874,49.875575422879
eduroam,f0:25:72:db:5c:bb,"","Cisco Systems, Inc",8.68027957,49.86322725
ohlynetwork,24:65:11:e3:6f:13,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.6623421319559,49.8633363086656
o2-WLAN60,9c:80:df:85:d0:ae,[WPA2-PSK-CCMP-preauth][WPS][ESS],Arcadyan Technology Corporation,8.65324481657605,49.8664872196183
LEHGE-R,34:81:c4:f2:f8:d3,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64944861197379,49.8771467911411
Stephan_S26,10:fe:ed:49:61:96,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.67014118745676,49.8609155321002
Speedlink-690,90:ef:68:24:dc:fe,"",ZyXEL Communications Corporation,8.6504235,49.8747253
WLAN-3B6263,00:1d:19:3b:62:32,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.661981,49.880879
OnAir,f0:78:16:ab:ae:4f,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65749165491042,49.8865772373063
FRITZ!Box 7490,c8:0e:14:f7:6a:fd,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6696081,49.868892
trololol,b0:c2:87:82:f7:fb,"",Technicolor CH USA Inc.,8.6625752,49.8691112
KRAUS-Box5,c8:0e:14:c8:8d:a3,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6718178,49.8702494
FRITZ!Box 6320 Cable 1,24:65:11:13:bc:c2,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.66142124917139,49.8706061772677
FRITZ!Box 7362 SL,34:81:c4:05:20:34,"",AVM GmbH,8.6363847,49.8701151
TEnet-Voice,00:0b:86:09:f2:95,[WPA2-PSK-CCMP][ESS],Aruba Networks,8.63095317322252,49.8852087722487
Orange,34:81:c4:fb:96:f1,"",AVM GmbH,8.677197,49.886284
jabbathehut,e8:94:f6:ab:02:70,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6702663,49.8821603
THE FIZZ Darmstadt,04:18:d6:c2:51:94,"",Ubiquiti Networks Inc.,8.6399333,49.86818
FLP PAC,00:1f:3f:1d:d5:4e,"",AVM GmbH,8.657597,49.880567
Zwinthai,34:81:c4:3b:a8:72,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.66396676140642,49.8672594183993
Mansaring,c4:04:15:04:b1:16,[WPA2-PSK-CCMP][WPS][ESS],NETGEAR,8.64621920607272,49.8826162742906
The Walking Dead,00:24:b2:26:f8:dc,"",NETGEAR,8.6412421,49.8759089
Sitecom22d0b1,64:d1:a3:22:d0:b1,[WPA2-PSK-CCMP][WPS][ESS],Sitecom Europe BV,8.66025423260602,49.8583329518145
EasyBox-251392,94:4a:0c:69:ff:e4,"",Sercomm Corporation,8.6495344,49.8714446
juri72,64:70:02:8d:03:c7,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.65321308480935,49.8831791612321
bkv,f8:4f:57:a1:fd:1f,[ESS],"Cisco Systems, Inc",8.63758251404747,49.8864827149882
belkin.6f4,08:86:3b:1f:d6:f4,"",Belkin International Inc.,8.6338564,49.8696207
WLAN-405C84,74:31:70:40:5c:86,"",Arcadyan Technology Corporation,8.6781818,49.8733628
FRITZ!Box 6360 Cable,24:65:11:88:2b:cb,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64578163804553,49.862790675742
EasyBox-532304,94:4a:0c:62:6a:92,"",Sercomm Corporation,8.6350713,49.8682367
FRITZ!Box 6360 Cable,24:65:11:61:f4:aa,"",AVM GmbH,8.678381434375,49.87275536875
Ray Donovan 2.4GHZ,54:a0:50:6f:5b:d8,"",ASUSTek COMPUTER INC.,8.6558786,49.8706372
HP-Print-7E-Officejet 6700 Buero,64:51:06:1b:ac:7e,[WPA2-PSK-CCMP][ESS],Hewlett Packard,8.65299079775689,49.8623788485764
devolo-f4068d20a2a4,f4:06:8d:20:a2:a4,[WPA2-PSK-CCMP][WPS][ESS],devolo AG,8.65893366548127,49.8694012179542
ALICE-WLAN98,1c:c6:3c:0e:b9:50,[WPA2-PSK-CCMP][WPS][ESS],Arcadyan Technology Corporation,8.65567964073758,49.8842313984772
FRITZ!Box 6490 Cable,34:81:c4:e9:b0:d0,"",AVM GmbH,8.6696081,49.868892
eduroam,00:21:1b:c2:51:02,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65765165298225,49.8752482435943
Unitymedia WifiSpot,84:18:3a:74:75:fc,[WPA2-EAP-CCMP][ESS],Ruckus Wireless,8.65471993037983,49.8695696570775
tnc-plugfest,34:a8:4e:4f:3b:a4,"","Cisco Systems, Inc",8.6378002,49.8707576
h_da,84:b5:9c:e4:05:c2,"",Juniper Networks,8.6357889,49.867679
WLAN-500269,9c:80:df:50:02:58,"",Arcadyan Technology Corporation,8.6423533,49.8706664
UPC1953379,c4:27:95:8a:0b:b0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65607091271075,49.8695768343399
UPC6583020,fc:b4:e6:82:ac:60,"",ASKEY COMPUTER CORP,8.6345792,49.8681181
TP-LINK_F215B0,64:70:02:f2:15:b0,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.66946972835987,49.8832193605178
FRITZ!Box 7362 SL,5c:49:79:6c:bb:05,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6411656,49.8642936
ganzneu,24:65:11:6b:ed:bd,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64789271825423,49.8578225433242
Mobi-1,00:27:0c:6b:b3:df,[WPA2-PSK-CCMP][ESS],"Cisco Systems, Inc",8.65358895135688,49.8936697340208
WLAN-54F353,1c:c6:3c:54:f3:ac,"",Arcadyan Technology Corporation,8.675111,49.887521
Mr.Pink,24:65:11:1b:ee:58,WPA-PSK-TKIP,AVM GmbH,8.667261,49.878742
TP-LINK_0F6F92,e8:94:f6:0f:6f:92,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6704829,49.8819572
??? 5G,00:90:a9:08:ef:dd,"",WESTERN DIGITAL,8.6768102,49.8683484
WLAN-664401,00:0e:8f:1f:c2:55,"",Sercomm Corp.,8.6418406,49.8632159
EasyBox-A86DB9,00:1c:28:c3:91:74,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Sphairon Technologies GmbH,8.65871065171018,49.8727607960594
BI-EG,fc:f5:28:f6:1e:f5,"",ZyXEL Communications Corporation,8.6416532,49.8667472
NETGEAR60,04:a1:51:22:a3:5c,"",NETGEAR,8.6433841,49.8657719
TUDWeb,c8:f9:f9:83:67:fd,[ESS],"Cisco Systems, Inc",8.65546707736225,49.8771900300474
TP-LINK_4B09D0,e8:94:f6:4b:09:d0,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6370407,49.8692378
NSA,9c:80:df:a0:74:6d,[WPA2-PSK-CCMP-preauth][WPS][ESS],Arcadyan Technology Corporation,8.66078613145216,49.8651747714926
Chris's here,6c:e8:73:cb:55:30,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6725941590625,49.8605404891406
FRITZ!Box 7362 SL,08:96:d7:04:ed:e5,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64731728869252,49.8793033140813
TUDWeb,34:a8:4e:56:14:d0,"","Cisco Systems, Inc",8.67417978429688,49.8608789391797
TUDWeb,00:27:0d:8b:72:92,"","Cisco Systems, Inc",8.6544227,49.8773866
eduroam,1c:1d:86:ef:dc:d3,"","Cisco Systems, Inc",8.6563071,49.8760257
ServiceOnAir_Buero,c0:3f:0e:4d:99:58,"",NETGEAR,8.6511102,49.8728606
TPACKPE,9c:80:df:37:59:66,"",Arcadyan Technology Corporation,8.6495344,49.8714446
UPC5997335,08:95:2a:5e:77:1f,"",Technicolor CH USA Inc.,8.663402721875,49.87498440625
WLAN-435524,d4:21:22:9a:c1:6b,WPA2-PSK-CCMP,Sercomm Corporation,8.660519,49.880221
EasyBox-133416,4c:09:d4:13:34:0c,"",Arcadyan Technology Corporation,8.649796,49.8712311
eduroam,d0:c7:89:48:13:24,"","Cisco Systems, Inc",8.67731521075195,49.8615900133521
FRITZ!Box 7312,24:65:11:64:cd:3b,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65686192831417,49.8858447808219
eduroam,00:0b:0e:97:56:80,"",Trapeze Networks,8.6397852,49.8661262
UPC869CA65,dc:53:7c:cb:cf:94,"","Compal Broadband Networks, Inc.",8.6602465,49.8756844
TUDWeb,d0:c7:89:48:98:2f,"","Cisco Systems, Inc",8.67289998,49.860604605
Sylt2014,c8:0e:14:f7:c0:e8,"",AVM Audiovisuelles Marketing und Computersysteme GmbH,8.6394855,49.8698192
UPC2604402,88:f7:c7:4f:4d:8b,WPA-PSK-CCMP+TKIP,Technicolor CH USA Inc.,8.664185,49.88237
FRITZ!Box 7330,34:81:c4:c9:ce:fe,"",AVM GmbH,8.6444378,49.8703332
WLANSydro,e0:91:f5:79:62:4a,"",NETGEAR,8.6504235,49.8747253
wlan-weicker,00:1a:2a:73:1e:af,WPA-PSK-CCMP+TKIP,Arcadyan Technology Corporation,8.65962,49.881269
WLAN-AF9E67,7c:4f:b5:af:9e:8d,WPA2-PSK-CCMP,Arcadyan Technology Corporation,8.661065,49.88062
TUDWeb,00:21:a1:fa:20:00,"","Cisco Systems, Inc",8.67823269985865,49.8626397882572
TP-LINK_F3370A,c4:e9:84:f3:37:0a,[WPA2-PSK-CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.65685255706473,49.869142604012
Jon,60:e3:27:94:0c:38,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.6702663,49.8821603
WLAN-0D1821,00:1d:19:0d:18:08,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Arcadyan Technology Corporation,8.6566461739613,49.868750960483
belkin.48a,08:86:3b:4b:c4:8a,"",Belkin International Inc.,8.6420882,49.8696742
TUDWeb,34:6f:90:2c:e4:4d,[ESS],"Cisco Systems, Inc",8.65485648788756,49.8778138553427
WLAN-255561,4c:09:d4:1b:99:9f,"",Arcadyan Technology Corporation,8.6417394,49.8631692
HP-Print-58-Officejet Pro 8600,2c:76:8a:c0:54:58,[WPA2-PSK-CCMP][ESS],Hewlett Packard,8.64124466450649,49.884860846915
FRITZ!Box 7312,24:65:11:5a:33:b9,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.65186085125255,49.880304731418
Gus-WE,60:e3:27:74:87:0b,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS][ESS],"TP-LINK TECHNOLOGIES CO.,LTD.",8.64402729841822,49.8791582515063
WLAN-400230,c0:4a:00:e3:5a:43,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,"TP-LINK TECHNOLOGIES CO.,LTD.",8.6560629169726,49.8617804313348
mb_heimnetz,c0:25:06:a5:e4:43,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64780923482999,49.880910232316
o2-WLAN85,18:83:bf:8f:e1:35,"",Arcadyan Technology Corporation,8.6459236,49.8677622
FRITZ!Box 7312,5c:49:79:33:88:20,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM Audiovisuelles Marketing und Computersysteme GmbH,8.64285643061113,49.8613535425462
2GirlsIn2Rooms,00:1a:70:9e:64:32,"","Cisco-Linksys, LLC",8.6348961,49.869167
WLAN-161470,d4:21:22:b5:5d:e3,"",Sercomm Corporation,8.6513369,49.8756627
Gassennetz,34:31:c4:f3:59:65,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.658731665125,49.8604334196857
o2-WLAN81,30:b5:c2:8c:20:d2,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.67579707650146,49.8740576318604
WLAN-E1FE67,7c:4f:b5:e1:fe:48,"",Arcadyan Technology Corporation,8.65062,49.872756
bblan,10:fe:ed:32:ac:a0,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.67394025857644,49.8608346748544
YorkDesign,34:31:c4:49:fc:69,[WPA2-PSK-CCMP][WPS][ESS],AVM GmbH,8.64225969005483,49.883642857069
UPC1975704,c4:27:95:85:49:8d,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.65924372002164,49.8772350198562
WLAN-5Q8EE2_EXT,14:cc:20:9c:fa:c0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,"TP-LINK TECHNOLOGIES CO.,LTD.",8.6558578042922,49.8597654302236
UPC6068053,08:95:2a:5f:43:f3,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],Technicolor CH USA Inc.,8.64965121862656,49.8818923456482
moevlm06,2c:3e:cf:72:05:3c,"","Cisco Systems, Inc",8.6379725,49.8689436
mcom,00:08:30:8e:18:74,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65853930453519,49.8867023215175
desha,54:e6:fc:e7:f5:1c,"","TP-LINK TECHNOLOGIES CO.,LTD.",8.66823197133203,49.8821878568675
UPC6004081,08:95:2a:5e:63:fa,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][,Technicolor CH USA Inc.,8.65633326541218,49.8650162201663
UNIACC03,44:32:c8:a1:93:ec,"",Technicolor CH USA Inc.,8.6451417,49.8701126
rotkunst,00:04:0e:d4:2d:94,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],AVM GmbH,8.65518609568185,49.8823390710259
sondjaja,f0:7d:68:4b:b2:62,"",D-Link Corporation,8.65951625,49.87339985
WLAN-MM329MB337-095E39,08:96:d7:c2:81:b4,[WPA2-PSK-CCMP][ESS],AVM GmbH,8.66278524876268,49.8647756047158
EasyBox-014730,94:4a:0c:32:3f:f4,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],Sercomm Corporation,8.65501637086195,49.8848807342718
lbeb-2012,5c:50:15:90:94:f0,"","Cisco Systems, Inc",8.6546448,49.8710322
eduroam,34:6f:90:8a:a1:bc,[WPA2-EAP-CCMP][ESS],"Cisco Systems, Inc",8.65818231579745,49.8736520893966
eduroam,00:0b:0e:9f:7e:00,"",Trapeze Networks,8.6359048,49.8673584
